id,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
255,Toyota Corolla,Toyota,Corolla,5,45000,Dealer,Diesel,Manual,21.43,1364,87.2,5,1325000
256,Maruti Swift Dzire,Maruti,Swift Dzire,3,10000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
257,Nissan Micra,Nissan,Micra,10,70000,Dealer,Petrol,Manual,18.06,1198,75,5,290000
258,Maruti Wagon R,Maruti,Wagon R,6,92537,Individual,Petrol,Manual,20.51,998,67.04,5,272000
259,Maruti Ciaz,Maruti,Ciaz,2,27645,Dealer,Diesel,Manual,28.09,1248,88.5,5,951000
260,Maruti Alto,Maruti,Alto,8,46242,Individual,Petrol,Manual,20.92,998,67.1,5,280000
261,Honda City,Honda,City,8,70000,Individual,Petrol,Manual,16.8,1497,116.3,5,545000
262,Renault KWID,Renault,KWID,1,6000,Individual,Petrol,Manual,22.3,799,53.26,5,450000
263,Hyundai i20,Hyundai,i20,4,64000,Dealer,Petrol,Manual,18.6,1197,81.83,5,480000
264,Mahindra Scorpio,Mahindra,Scorpio,4,93000,Dealer,Diesel,Manual,15.4,1997,120,7,1060000
265,Maruti Alto,Maruti,Alto,8,26200,Dealer,Petrol,Manual,22.74,796,47.3,5,235000
266,Maruti Baleno,Maruti,Baleno,4,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,590000
267,Mahindra TUV,Mahindra,TUV,4,80000,Individual,Diesel,Manual,18.49,1493,100,7,750000
268,Mahindra TUV,Mahindra,TUV,5,70000,Individual,Diesel,Manual,18.49,1493,100,7,450000
269,Toyota Fortuner,Toyota,Fortuner,3,50000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2950000
270,Hyundai Santro,Hyundai,Santro,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5,110000
271,Mahindra Scorpio,Mahindra,Scorpio,14,110000,Individual,Diesel,Manual,13.5,2179,115,5,280000
272,Audi A4,Audi,A4,5,55000,Dealer,Petrol,Automatic,17.84,1395,147.51,5,1851000
273,Honda City,Honda,City,3,25000,Individual,Petrol,Manual,17.4,1497,117.3,5,750000
274,Hyundai Grand,Hyundai,Grand,6,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,400000
275,Maruti Swift Dzire,Maruti,Swift Dzire,6,40000,Individual,Diesel,Manual,26.59,1248,74,5,530000
276,Mahindra Thar,Mahindra,Thar,3,25000,Individual,Diesel,Manual,16.55,2498,105,6,870000
277,Renault KWID,Renault,KWID,3,30038,Dealer,Petrol,Manual,25.17,799,53.3,5,295000
278,Tata Tiago,Tata,Tiago,4,53000,Individual,Diesel,Manual,27.28,1047,69,5,370000
279,Maruti Swift,Maruti,Swift,3,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,530000
280,Hyundai Xcent,Hyundai,Xcent,7,41217,Individual,Diesel,Manual,24.4,1120,71,5,600000
281,Renault KWID,Renault,KWID,4,35000,Individual,Petrol,Automatic,24.04,999,67,5,350000
282,Ford Ecosport,Ford,Ecosport,8,62000,Dealer,Diesel,Manual,22.7,1498,89.84,5,470000
283,Ford Aspire,Ford,Aspire,6,42000,Individual,Diesel,Manual,25.83,1498,99,5,390000
284,Ambassador Avigo,Ambassador,Avigo,16,120000,Individual,Diesel,Manual,13.2,1995,56,5,116000
285,Mahindra Scorpio,Mahindra,Scorpio,6,80000,Individual,Diesel,Manual,15.4,2179,120,7,920000
286,Mahindra XUV500,Mahindra,XUV500,8,60000,Individual,Diesel,Manual,15.1,2179,140,7,550000
287,Hyundai Verna,Hyundai,Verna,7,45000,Individual,Diesel,Manual,22.32,1582,126.32,5,635000
288,Mahindra XUV500,Mahindra,XUV500,4,50000,Dealer,Diesel,Automatic,16,2179,140,7,1250000
289,Maruti Alto,Maruti,Alto,3,12000,Individual,Petrol,Manual,24.7,796,47.3,5,300000
290,Honda City,Honda,City,3,12000,Individual,Petrol,Automatic,18,1497,117.6,5,960000
291,Maruti Vitara,Maruti,Vitara,3,15000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000
292,Volkswagen Polo,Volkswagen,Polo,10,63000,Dealer,Petrol,Manual,16.47,1198,73.9,5,249000
293,Tata Hexa,Tata,Hexa,3,30000,Individual,Diesel,Manual,17.6,2179,153.86,7,1400000
294,Ford Figo,Ford,Figo,10,160800,Individual,Diesel,Manual,20,1399,68,5,250000
295,Hyundai Verna,Hyundai,Verna,7,120000,Individual,Diesel,Manual,22.32,1582,126.32,5,610000
296,Maruti Zen,Maruti,Zen,11,62821,Dealer,Petrol,Manual,18.2,998,67.1,5,165000
297,Ford Ecosport,Ford,Ecosport,5,78247,Dealer,Diesel,Manual,21.7,1498,98.96,5,545000
298,Hyundai Verna,Hyundai,Verna,8,113000,Individual,Diesel,Manual,22.32,1582,126.3,5,480000
299,Hyundai i20,Hyundai,i20,7,52000,Dealer,Petrol,Manual,18.6,1197,81.83,5,395000
300,Toyota Innova,Toyota,Innova,9,109000,Dealer,Diesel,Manual,12.99,2494,100.6,7,495000
301,Hyundai Grand,Hyundai,Grand,4,90000,Individual,Petrol,Manual,18.9,1197,82,5,470000
302,Tata Indica,Tata,Indica,10,35000,Individual,Petrol,Manual,16.84,1193,64.4,5,200000
303,Skoda Laura,Skoda,Laura,11,90000,Individual,Diesel,Manual,17,1896,105,5,280000
304,Chevrolet Aveo,Chevrolet,Aveo,13,62001,Dealer,Petrol,Manual,14.4,1399,94,5,149000
305,Volkswagen Polo,Volkswagen,Polo,10,98000,Dealer,Diesel,Manual,22.07,1199,73.9,5,200000
306,Hyundai i20,Hyundai,i20,5,20000,Individual,Diesel,Manual,21.19,1396,88.73,5,699000
307,Toyota Corolla,Toyota,Corolla,11,57000,Dealer,Petrol,Manual,14.28,1798,138.03,5,315000
308,Maruti Wagon R,Maruti,Wagon R,7,21717,Individual,Petrol,Manual,20.51,998,67.04,5,340000
309,Renault Duster,Renault,Duster,7,40000,Individual,Diesel,Manual,20.45,1461,83.8,5,500000
310,Honda City,Honda,City,4,50000,Individual,Petrol,Manual,17.14,1497,117.6,5,1050000
311,Renault Duster,Renault,Duster,5,90000,Individual,Diesel,Manual,19.6,1461,108.45,5,600000
312,Fiat Avventura,Fiat,Avventura,4,90000,Individual,Diesel,Manual,20.5,1248,91.72,5,478000
313,Maruti Swift,Maruti,Swift,4,27876,Dealer,Petrol,Manual,20.4,1197,81.8,5,491000
314,Land Rover Rover,Land Rover,Rover,5,56000,Dealer,Petrol,Automatic,12.63,1999,177,5,2890000
315,Hyundai i10,Hyundai,i10,13,57215,Individual,Petrol,Manual,20.36,1197,78.9,5,160000
316,Hyundai Venue,Hyundai,Venue,2,5400,Dealer,Petrol,Manual,18.27,998,118.35,5,985000
317,Maruti Swift Dzire,Maruti,Swift Dzire,7,60000,Individual,Diesel,Manual,23.4,1248,74,5,500000
318,Tata Tiago,Tata,Tiago,4,24800,Individual,Petrol,Manual,23.84,1199,84,5,335000
319,Maruti Alto,Maruti,Alto,16,70000,Individual,Petrol,Manual,19.7,796,46.3,5,85000
320,Honda BRV,Honda,BRV,5,59450,Dealer,Diesel,Manual,21.9,1498,98.6,7,950000
321,Honda Jazz,Honda,Jazz,3,20000,Dealer,Petrol,Automatic,17.1,1199,88.51,5,740000
322,Tata Indica,Tata,Indica,11,90000,Individual,Diesel,Manual,17,1405,71,5,200000
323,Maruti Swift,Maruti,Swift,8,34553,Dealer,Petrol,Manual,22,1197,81.8,5,375000
324,Maruti Vitara,Maruti,Vitara,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000
325,Volkswagen Polo,Volkswagen,Polo,11,350000,Individual,Petrol,Manual,16.47,1198,73.9,5,173000
326,Maruti Vitara,Maruti,Vitara,4,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,700000
327,Mahindra KUV,Mahindra,KUV,5,70000,Individual,Diesel,Manual,25.32,1198,77,6,310000
328,Mahindra Scorpio,Mahindra,Scorpio,4,120000,Individual,Diesel,Manual,15.4,1997,120,7,850000
329,Hyundai i20,Hyundai,i20,8,90000,Individual,Diesel,Manual,22.54,1396,88.76,5,285000
330,Maruti Swift Dzire,Maruti,Swift Dzire,7,120000,Individual,Diesel,Manual,23.4,1248,74,5,450000
331,Hyundai Creta,Hyundai,Creta,4,80000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
332,Mahindra Xylo,Mahindra,Xylo,10,155000,Individual,Diesel,Manual,14,2498,112,7,350000
333,Mahindra Scorpio,Mahindra,Scorpio,4,30000,Individual,Diesel,Manual,15.4,1997,120,7,1080000
334,Honda City,Honda,City,7,66100,Dealer,Diesel,Manual,26,1498,98.6,5,530000
335,Maruti Swift Dzire,Maruti,Swift Dzire,4,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,680000
336,Mahindra Scorpio,Mahindra,Scorpio,4,42000,Dealer,Diesel,Manual,15.4,1997,120,7,1025000
337,Hyundai i20,Hyundai,i20,4,55000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000
338,Hyundai i10,Hyundai,i10,9,110699,Dealer,Petrol,Manual,20.36,1197,78.9,5,194000
339,Maruti Baleno,Maruti,Baleno,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5,686000
340,Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,22.74,796,47.3,5,200000
341,Maruti Swift Dzire,Maruti,Swift Dzire,11,44000,Dealer,Petrol,Manual,19.1,1197,85.8,5,250000
342,Maruti Vitara,Maruti,Vitara,3,90000,Individual,Diesel,Manual,24.3,1248,88.5,5,730000
343,Hyundai Verna,Hyundai,Verna,5,55000,Dealer,Petrol,Manual,17.01,1591,121.3,5,650000
344,Maruti Vitara,Maruti,Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,790000
345,Maruti Baleno,Maruti,Baleno,4,30000,Individual,Petrol,Manual,21.4,1197,83.1,5,620000
346,Hyundai Verna,Hyundai,Verna,8,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,510000
347,Maruti Eeco,Maruti,Eeco,8,20000,Individual,Petrol,Manual,15.37,1196,73,5,375000
348,Nissan Terrano,Nissan,Terrano,6,69000,Dealer,Diesel,Manual,19.01,1461,108.5,5,525000
349,Maruti Swift Dzire,Maruti,Swift Dzire,4,19843,Trustmark Dealer,Petrol,Automatic,21.21,1197,81.8,5,620000
350,Tata Indigo,Tata,Indigo,7,20000,Individual,Diesel,Manual,19.09,1405,69.01,5,270000
351,Ford Endeavour,Ford,Endeavour,10,30000,Individual,Diesel,Automatic,11.4,2953,153.86,7,950000
352,Toyota Innova,Toyota,Innova,4,52300,Dealer,Diesel,Manual,13.68,2393,147.51,7,1450000
353,Honda City,Honda,City,5,40000,Individual,Petrol,Automatic,18,1497,117.3,5,845000
354,Maruti Swift Dzire,Maruti,Swift Dzire,7,61500,Dealer,Diesel,Manual,23.4,1248,74,5,390000
355,Honda Amaze,Honda,Amaze,6,59000,Dealer,Petrol,Manual,18,1198,86.7,5,395000
356,Hyundai Grand,Hyundai,Grand,3,40000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000
357,Audi A6,Audi,A6,8,60000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1700000
358,Hyundai Grand,Hyundai,Grand,8,61000,Dealer,Petrol,Manual,18.9,1197,82,5,325000
359,Mahindra KUV,Mahindra,KUV,5,70000,Individual,Diesel,Manual,25.32,1198,77,6,350000
360,Mahindra XUV500,Mahindra,XUV500,8,63000,Dealer,Diesel,Manual,15.1,2179,140,7,650000
361,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,58000,Dealer,Petrol,Manual,12.3,1796,185,5,1250000
362,Maruti Zen,Maruti,Zen,8,40000,Individual,Petrol,Manual,19,998,67.1,5,220000
363,Mahindra Quanto,Mahindra,Quanto,6,49000,Individual,Diesel,Manual,17.21,1493,100,7,350000
364,Maruti Swift Dzire,Maruti,Swift Dzire,4,22000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
365,Honda City,Honda,City,11,57977,Dealer,Petrol,Manual,17,1497,118,5,299000
366,Hyundai Xcent,Hyundai,Xcent,5,70000,Individual,Diesel,Manual,24.4,1120,71,5,378000
367,Land Rover Rover,Land Rover,Rover,3,13000,Dealer,Petrol,Automatic,12.19,1997,237.36,4,7000000
368,Mini Cooper,Mini,Cooper,9,67000,Dealer,Petrol,Automatic,17.33,1998,189.08,4,1325000
369,Maruti Ertiga,Maruti,Ertiga,7,48242,Dealer,Diesel,Manual,20.77,1248,88.76,7,524000
370,Ford Figo,Ford,Figo,9,68000,Dealer,Diesel,Manual,20,1399,68.05,5,169000
371,Maruti Ertiga,Maruti,Ertiga,7,40000,Individual,Diesel,Manual,20.77,1248,88.8,7,500000
372,Audi Q7,Audi,Q7,9,98000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2000000
373,Maruti Swift Dzire,Maruti,Swift Dzire,8,113450,Individual,Diesel,Manual,23.4,1248,74,5,380000
374,Maruti Wagon R,Maruti,Wagon R,3,80000,Individual,Petrol,Automatic,20.51,998,67,5,400000
375,Hyundai Santro,Hyundai,Santro,1,1000,Dealer,Petrol,Automatic,20.3,1086,68,5,565000
376,Maruti Wagon R,Maruti,Wagon R,6,20292,Dealer,Petrol,Manual,20.51,998,67.04,5,335000
377,Mahindra Scorpio,Mahindra,Scorpio,11,67900,Dealer,Diesel,Manual,12.05,2179,120,7,300000
378,Chevrolet Beat,Chevrolet,Beat,9,70000,Individual,Diesel,Manual,25.44,936,57.6,5,200000
379,Mahindra Scorpio,Mahindra,Scorpio,6,40000,Dealer,Diesel,Manual,15.4,1997,120,7,1051000
380,Hyundai Grand,Hyundai,Grand,4,60000,Individual,Diesel,Manual,24,1186,73.97,5,510000
381,Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Automatic,24.04,999,67,5,370000
382,Maruti Wagon R,Maruti,Wagon R,15,70000,Individual,Petrol,Manual,18.9,998,67.1,5,200000
383,Maruti Baleno,Maruti,Baleno,3,21000,Individual,Diesel,Manual,27.39,1248,74,5,625000
384,Mahindra Scorpio,Mahindra,Scorpio,3,39000,Dealer,Diesel,Manual,16.36,2179,140,7,1290000
385,Hyundai Creta,Hyundai,Creta,4,30000,Dealer,Petrol,Manual,15.8,1591,121.3,5,890000
386,Hyundai Verna,Hyundai,Verna,9,61000,Dealer,Diesel,Manual,22.32,1582,126.3,5,420000
387,Maruti Swift,Maruti,Swift,4,5743,Trustmark Dealer,Petrol,Manual,20.4,1197,83.11,5,500000
388,Nissan Terrano,Nissan,Terrano,4,44000,Dealer,Diesel,Manual,20.45,1461,83.8,5,750000
389,Hyundai Grand,Hyundai,Grand,3,24200,Individual,Petrol,Manual,18.9,1197,81.86,5,600000
390,Maruti Baleno,Maruti,Baleno,4,57000,Individual,Diesel,Manual,27.39,1248,74,5,590000
391,Hyundai i10,Hyundai,i10,10,58000,Dealer,Petrol,Manual,20.36,1197,78.9,5,190000
392,Datsun GO,Datsun,GO,4,15000,Individual,Petrol,Manual,19.44,1198,67,7,500000
393,Maruti Celerio,Maruti,Celerio,4,10000,Individual,Petrol,Manual,23.1,998,67.04,5,450000
394,Mahindra NuvoSport,Mahindra,NuvoSport,5,70000,Individual,Diesel,Manual,17.45,1493,100,7,550000
395,Chevrolet Beat,Chevrolet,Beat,10,65000,Dealer,Petrol,Manual,18.6,1199,79.4,5,170000
396,Mahindra XUV500,Mahindra,XUV500,6,100000,Individual,Diesel,Manual,15.1,2179,140,7,650000
397,BMW Z4,BMW,Z4,1,2000,Dealer,Petrol,Automatic,11.29,2998,335,2,8250000
398,Maruti Wagon R,Maruti,Wagon R,1,10000,Individual,Petrol,Manual,20.52,1197,81.8,5,500000
399,Hyundai Xcent,Hyundai,Xcent,6,10000,Individual,Petrol,Automatic,16.9,1197,82,5,500000
400,Maruti Alto,Maruti,Alto,12,43000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
401,Honda Amaze,Honda,Amaze,8,64000,Dealer,CNG,Manual,18,1198,86.7,5,349000
402,Maruti Wagon R,Maruti,Wagon R,7,30000,Individual,Petrol,Manual,20.51,998,67.06,5,325000
403,Honda City,Honda,City,7,63000,Dealer,Petrol,Manual,17.8,1497,117.3,5,435000
404,Maruti Celerio,Maruti,Celerio,3,28000,Dealer,CNG,Manual,31.79,998,58.33,5,455000
405,Land Rover Rover,Land Rover,Rover,3,25000,Individual,Petrol,Automatic,9.17,2995,335.25,7,6200000
406,Honda City,Honda,City,4,32226,Dealer,Petrol,Manual,17.8,1497,117.3,5,755000
407,Renault Koleos,Renault,Koleos,8,63432,Dealer,Diesel,Automatic,13.73,1995,148,5,650000
408,Audi A3,Audi,A3,3,8000,Dealer,Petrol,Automatic,16.6,1798,177,4,4000000
409,Honda Brio,Honda,Brio,8,80000,Individual,Petrol,Manual,19.4,1198,86.8,5,250000
410,Maruti Alto,Maruti,Alto,7,65000,Individual,Petrol,Manual,23.95,998,67.05,5,245000
411,Kia Seltos,Kia,Seltos,2,14000,Dealer,Diesel,Manual,20.8,1493,113.4,5,1350000
412,Tata Indigo,Tata,Indigo,8,90760,Individual,Diesel,Manual,19.09,1396,69,5,215000
413,Tata Indigo,Tata,Indigo,5,80000,Individual,Diesel,Manual,19.09,1405,69.01,5,400000
414,Renault KWID,Renault,KWID,3,15000,Individual,Petrol,Automatic,24.04,999,67,5,310000
415,Renault Captur,Renault,Captur,3,12851,Individual,Diesel,Manual,20.37,1461,108.45,5,1265000
416,BMW 6,BMW,6,3,30000,Individual,Petrol,Automatic,14.28,1998,254.7,4,5500000
417,Toyota Land Cruiser,Toyota,Land Cruiser,5,80000,Dealer,Petrol,Automatic,9,4461,285.4,8,9200000
418,Maruti Swift Dzire,Maruti,Swift Dzire,3,32000,Dealer,Diesel,Manual,19.3,1248,73.9,5,675000
419,Maruti Wagon R,Maruti,Wagon R,2,30000,Individual,Petrol,Manual,20.52,1197,81.8,5,500000
420,Hyundai i10,Hyundai,i10,11,25000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
421,Mahindra Scorpio,Mahindra,Scorpio,5,35000,Individual,Diesel,Automatic,15.4,2179,120,7,1450000
422,Mahindra Scorpio,Mahindra,Scorpio,8,140000,Individual,Diesel,Manual,12.05,2179,120,8,530000
423,Ford Ecosport,Ford,Ecosport,7,65597,Trustmark Dealer,Diesel,Manual,22.7,1498,89.84,5,575000
424,Hyundai i20,Hyundai,i20,4,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
425,Maruti Ciaz,Maruti,Ciaz,7,160000,Individual,Diesel,Manual,26.21,1248,88.5,5,500000
426,Maruti Baleno,Maruti,Baleno,1,7124,Individual,Petrol,Manual,21.01,1197,81.8,5,643000
427,Ford Ecosport,Ford,Ecosport,2,15000,Individual,Petrol,Manual,18.1,999,123.24,5,1000000
428,Hyundai Xcent,Hyundai,Xcent,3,22979,Dealer,Diesel,Manual,25.4,1186,73.97,5,611000
429,Toyota Etios,Toyota,Etios,7,150000,Individual,Diesel,Manual,23.59,1364,67.04,5,310000
430,Hyundai Grand,Hyundai,Grand,5,34000,Individual,Petrol,Manual,18.9,1197,82,5,550000
431,Renault Scala,Renault,Scala,6,42000,Dealer,Diesel,Manual,21.64,1461,84.8,5,350000
432,Volkswagen Vento,Volkswagen,Vento,10,280000,Individual,Diesel,Manual,20.54,1598,103.6,5,300000
433,Tata Tigor,Tata,Tigor,3,40000,Individual,Petrol,Manual,20.3,1199,84,5,470000
434,Honda City,Honda,City,7,77000,Dealer,Diesel,Manual,26,1498,98.6,5,525000
435,Datsun GO,Datsun,GO,4,15000,Individual,Petrol,Manual,19.44,1198,67,7,469000
436,Maruti Alto,Maruti,Alto,9,60000,Individual,Petrol,Manual,20.92,998,67.1,5,210000
437,Maruti Alto,Maruti,Alto,8,120000,Individual,Petrol,Manual,22.74,796,47.3,5,200000
438,Renault KWID,Renault,KWID,2,2500,Individual,Petrol,Manual,23.01,999,67,5,400000
439,Jaguar XF,Jaguar,XF,8,50000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2150000
440,Maruti Celerio,Maruti,Celerio,5,46500,Individual,Petrol,Manual,23.1,998,67.04,5,340000
441,Maruti Alto,Maruti,Alto,16,5000,Individual,Petrol,Manual,19.7,796,46.3,5,95000
442,Audi Q3,Audi,Q3,6,69000,Dealer,Diesel,Automatic,15.73,1968,174.33,5,2050000
443,Maruti Swift,Maruti,Swift,9,68000,Individual,Diesel,Manual,22.9,1248,74,5,381000
444,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,45000,Dealer,Diesel,Automatic,14.94,2143,204,5,775000
445,Maruti Swift Dzire,Maruti,Swift Dzire,4,20000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000
446,Maruti Ciaz,Maruti,Ciaz,4,106000,Dealer,Diesel,Manual,28.09,1248,88.5,5,675000
447,Honda City,Honda,City,6,28000,Dealer,Petrol,Automatic,18,1497,117.3,5,670000
448,Mahindra XUV500,Mahindra,XUV500,3,50000,Individual,Diesel,Manual,16,2179,140,7,1050000
449,Renault Scala,Renault,Scala,7,70000,Dealer,Diesel,Manual,21.64,1461,84.8,5,315000
450,BMW X5,BMW,X5,2,19000,Individual,Diesel,Automatic,13.38,2993,265,5,7900000
451,Honda City,Honda,City,10,55000,Dealer,Petrol,Manual,17,1497,118,5,360000
452,Ford Figo,Ford,Figo,4,53000,Individual,Diesel,Manual,25.83,1498,99,5,400000
453,Hyundai Verna,Hyundai,Verna,7,89000,Dealer,Diesel,Manual,22.32,1582,126.32,5,470000
454,Maruti Alto,Maruti,Alto,3,22000,Individual,Petrol,Manual,24.7,796,47.3,5,304000
455,Tata Zest,Tata,Zest,3,90000,Individual,Diesel,Manual,22.95,1248,74,5,525000
456,Honda City,Honda,City,7,69000,Dealer,Diesel,Manual,26,1498,98.6,5,490000
457,Mahindra Scorpio,Mahindra,Scorpio,5,155000,Individual,Diesel,Manual,15.4,1997,120,7,864000
458,Mahindra XUV500,Mahindra,XUV500,8,85000,Dealer,Diesel,Manual,16,2179,140,7,480000
459,Hyundai Xcent,Hyundai,Xcent,5,50000,Individual,Petrol,Manual,19.1,1197,82,5,350000
460,Maruti Wagon R,Maruti,Wagon R,2,3600,Dealer,Petrol,Automatic,20.52,1197,81.8,5,575000
461,Mercedes-Benz CLA,Mercedes-Benz,CLA,3,15000,Dealer,Diesel,Automatic,17.9,2143,136,5,2850000
462,Maruti Baleno,Maruti,Baleno,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5,686000
463,Maruti SX4,Maruti,SX4,14,40000,Individual,Petrol,Manual,15,1586,104.68,5,300000
464,Daewoo Matiz,Daewoo,Matiz,21,120000,Individual,Petrol,Manual,18.5,796,53,5,103000
465,Toyota Innova,Toyota,Innova,6,143000,Dealer,Diesel,Manual,12.99,2494,100,7,780000
466,Audi A6,Audi,A6,3,24000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3490000
467,Bentley Mulsanne,Bentley,Mulsanne,9,15000,Dealer,Petrol,Automatic,10.1,6752,505,5,23500000
468,MG Hector,MG,Hector,2,28000,Dealer,Diesel,Manual,17.41,1956,167.68,5,1699000
469,Honda Brio,Honda,Brio,5,65000,Dealer,Petrol,Manual,18.5,1198,86.8,5,275000
470,Maruti Swift,Maruti,Swift,2,44000,Individual,Diesel,Manual,28.4,1248,74,5,800000
471,Maruti Baleno,Maruti,Baleno,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,680000
472,Toyota Fortuner,Toyota,Fortuner,11,200000,Individual,Diesel,Manual,11.5,2982,171,7,1200000
473,Toyota Innova,Toyota,Innova,9,187031,Dealer,Diesel,Manual,12.99,2494,100,8,525000
474,Ford Ecosport,Ford,Ecosport,2,22346,Dealer,Petrol,Manual,17,1497,121.36,5,955000
475,Hyundai i20,Hyundai,i20,9,120000,Individual,Diesel,Manual,21.9,1396,90,5,350000
476,Maruti Vitara,Maruti,Vitara,1,1000,Dealer,Petrol,Manual,17.03,1462,103.26,5,800000
477,Maruti Alto,Maruti,Alto,16,56700,Individual,Petrol,Manual,19.7,796,46.3,5,75000
478,Mahindra XUV500,Mahindra,XUV500,6,170000,Individual,Diesel,Manual,16,2179,140,7,825000
479,Mahindra Marazzo,Mahindra,Marazzo,2,60000,Individual,Diesel,Manual,17.3,1497,121,8,1476000
480,Honda Jazz,Honda,Jazz,3,40000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,670000
481,Maruti Alto,Maruti,Alto,9,28000,Dealer,Petrol,Manual,19.7,796,46.3,5,180000
482,Renault Scala,Renault,Scala,7,85000,Individual,Petrol,Manual,16.95,1498,97.6,5,350000
483,Hyundai Grand,Hyundai,Grand,4,35000,Individual,Petrol,Manual,18.9,1197,81.86,5,490000
484,Maruti Baleno,Maruti,Baleno,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000
485,Hyundai i10,Hyundai,i10,7,40000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000
486,Toyota Corolla,Toyota,Corolla,12,65000,Dealer,Petrol,Manual,14.53,1798,138.1,5,245000
487,Toyota Innova,Toyota,Innova,2,35000,Individual,Diesel,Manual,13.68,2393,147.8,8,1500000
488,Hyundai EON,Hyundai,EON,8,54417,Dealer,Petrol,Manual,21.1,814,55.2,5,250000
489,Ford Figo,Ford,Figo,9,74000,Dealer,Diesel,Manual,20,1399,68.05,5,190000
490,Volkswagen Ameo,Volkswagen,Ameo,4,47592,Dealer,Petrol,Manual,17,1198,73.75,5,400000
491,Renault Duster,Renault,Duster,7,46500,Individual,Diesel,Manual,20.45,1461,83.8,5,460000
492,Maruti Swift,Maruti,Swift,2,8000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,650000
493,Maruti Ciaz,Maruti,Ciaz,5,120000,Individual,Diesel,Manual,28.09,1248,88.5,5,700000
494,Chevrolet Spark,Chevrolet,Spark,8,100000,Individual,Petrol,Manual,16.2,995,62.1,5,120000
495,Mercedes-Benz GLE,Mercedes-Benz,GLE,5,48500,Dealer,Diesel,Automatic,17.9,2143,201.15,5,3850000
496,Maruti Swift,Maruti,Swift,4,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,455000
497,Tata Indigo,Tata,Indigo,9,88157,Individual,Diesel,Manual,19.09,1396,69,5,160000
498,Maruti Swift,Maruti,Swift,7,54000,Dealer,Petrol,Manual,22,1197,81.8,5,365000
499,Toyota Etios,Toyota,Etios,5,163000,Individual,Diesel,Manual,23.59,1364,67.05,5,555000
500,Maruti Swift Dzire,Maruti,Swift Dzire,7,11275,Dealer,Petrol,Manual,19.1,1197,85.8,5,470000
501,Maruti Ritz,Maruti,Ritz,8,58000,Dealer,Diesel,Manual,21.1,1248,73.9,5,325000
502,Toyota Fortuner,Toyota,Fortuner,3,35000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2950000
503,Nissan Terrano,Nissan,Terrano,6,19000,Individual,Diesel,Manual,20.45,1461,83.8,5,800000
504,Maruti Swift,Maruti,Swift,9,48000,Individual,Diesel,Manual,22.9,1248,74,5,400000
505,Renault Duster,Renault,Duster,6,68000,Dealer,Diesel,Manual,19.87,1461,83.8,5,550000
506,Honda Civic,Honda,Civic,2,23000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,1519000
507,Maruti Swift Dzire,Maruti,Swift Dzire,3,31500,Individual,Diesel,Automatic,28.4,1248,74.02,5,740000
